Agency Case Number,Report Date,Time of Crime,Occur Begin Day,Occur Begin Date,Occur Begin Time,Occur End Day,Occur End Date,Occur End Time,Crime Class,Incident Type,UCR,Long ID,Crime Attempt,Class Description,Last 30 Days,Neighborhood Association,Neighborhood,X,Y,ZIPCODE
APD*22013467,01/29/2022 12:00:00 AM,7,SAT,01/29/2022 12:00:00 AM,7:06,SAT,01/29/2022 12:00:00 AM,7:06,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*21165075,12/05/2021 12:00:00 AM,17,SUN,12/05/2021 12:00:00 AM,17:00,SUN,12/05/2021 12:00:00 AM,19:00,PL,GRAND LARCENY 3 VALUE GREATER THAN $3000,7,1553500DF3,No,MOTOR VEHICLE THEFT,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22013736,01/29/2022 12:00:00 AM,20,SAT,01/29/2022 12:00:00 AM,20:58,SAT,01/29/2022 12:00:00 AM,20:58,PL,MENACING-2ND - WEAPON,4,1201401AM2,No,DOMESTIC VIOLENCE RELATED,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*22013641,01/29/2022 12:00:00 AM,16,SAT,01/29/2022 12:00:00 AM,16:10,SAT,01/29/2022 12:00:00 AM,16:15,PL,ASLT W/INT CAUSE PH INJ W/WEAP,4,1200502DF2,No,,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22054969,04/25/2022 12:00:00 AM,8,MON,04/25/2022 12:00:00 AM,8:00,MON,04/25/2022 12:00:00 AM,8:00,PL,CRIMINAL CONTEMPT 1ST,24,2155100EF1,No,PERSON DOM VIOLENCE,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
APD*22034062,03/13/2022 12:00:00 AM,23,SAT,03/12/2022 12:00:00 AM,23:59,SUN,03/13/2022 12:00:00 AM,0:01,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON,FALSE,Upper Washington Avenue,POINT,-73.79858973,42.68173914,12206
APD*21165052,12/05/2021 12:00:00 AM,16,SUN,12/05/2021 12:00:00 AM,16:45,SUN,12/05/2021 12:00:00 AM,17:30,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22001108,01/03/2022 12:00:00 AM,20,SUN,01/02/2022 12:00:00 AM,20:00,MON,01/03/2022 12:00:00 AM,11:00,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Hudson Park,POINT,-73.76602553,42.65100307,12210
APD*22067217,05/18/2022 12:00:00 AM,15,WED,05/18/2022 12:00:00 AM,15:45,WED,05/18/2022 12:00:00 AM,16:04,PL,CRIM TRESAPSS 3RD - ENCLSD PROP,33,140100ABM3,No,,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22059722,05/04/2022 12:00:00 AM,7,WED,05/04/2022 12:00:00 AM,7:00,WED,05/04/2022 12:00:00 AM,15:40,PL,BURG:W/CRI INT - DWELLING,5,1402502CF2,No,,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22000964,01/03/2022 12:00:00 AM,21,THU,12/30/2021 12:00:00 AM,21:00,MON,01/03/2022 12:00:00 AM,8:20,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM MOTOR VEHICLE,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22067430,05/18/2022 12:00:00 AM,22,WED,05/18/2022 12:00:00 AM,22:25,WED,05/18/2022 12:00:00 AM,22:26,PL,GRAND LARCENY 3 VALUE GREATER THAN $3000,7,1553500DF3,No,MOTOR VEHICLE THEFT,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22046321,04/07/2022 12:00:00 AM,15,THU,04/07/2022 12:00:00 AM,15:00,THU,04/07/2022 12:00:00 AM,15:30,PL,ASLT W/INT CAUSES PHYS INJURY,24,1200001AM3,No,PERSON,FALSE,Hudson Park,POINT,-73.76602553,42.65100307,12210
APD*22046171,04/07/2022 12:00:00 AM,1,THU,04/07/2022 12:00:00 AM,1:12,THU,04/07/2022 12:00:00 AM,1:30,PL,BURGLARY 3RD,5,1402000DF3,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22034367,03/13/2022 12:00:00 AM,19,SUN,03/13/2022 12:00:00 AM,19:40,SUN,03/13/2022 12:00:00 AM,19:40,PL,ROBBERY 2ND/AIDED BY ANOTHER,3,1601001CF2,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*21165127,12/05/2021 12:00:00 AM,21,SUN,12/05/2021 12:00:00 AM,21:20,SUN,12/05/2021 12:00:00 AM,21:21,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22055092,04/25/2022 12:00:00 AM,12,MON,04/25/2022 12:00:00 AM,12:20,MON,04/25/2022 12:00:00 AM,12:25,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22018497,02/09/2022 12:00:00 AM,2,WED,02/09/2022 12:00:00 AM,2:25,WED,02/09/2022 12:00:00 AM,2:31,PL,CRIM CONTEMPT-1ST-PHY CONTACT,24,21551B5EF1,No,,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22045808,04/06/2022 12:00:00 AM,13,WED,04/06/2022 12:00:00 AM,13:18,WED,04/06/2022 12:00:00 AM,13:25,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON,FALSE,The Dunes,POINT,-73.86321786,42.7057702,12203
APD*22018638,02/09/2022 12:00:00 AM,9,WED,02/09/2022 12:00:00 AM,9:50,WED,02/09/2022 12:00:00 AM,10:00,PL,TRESPASS,33,14005000V0,No,PART 2 OFFENSE,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22073985,05/31/2022 12:00:00 AM,6,TUE,05/31/2022 12:00:00 AM,6:19,TUE,05/31/2022 12:00:00 AM,6:19,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22018490,02/09/2022 12:00:00 AM,1,WED,02/09/2022 12:00:00 AM,1:00,WED,02/09/2022 12:00:00 AM,2:00,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*21164931,12/05/2021 12:00:00 AM,23,SAT,12/04/2021 12:00:00 AM,23:00,SUN,12/05/2021 12:00:00 AM,12:00,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM MOTOR VEHICLE,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22018917,02/09/2022 12:00:00 AM,0,SAT,01/22/2022 12:00:00 AM,0:00,TUE,02/08/2022 12:00:00 AM,12:00,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22018523,02/09/2022 12:00:00 AM,4,WED,02/09/2022 12:00:00 AM,4:30,WED,02/09/2022 12:00:00 AM,4:45,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22026578,02/25/2022 12:00:00 AM,22,THU,02/24/2022 12:00:00 AM,22:00,FRI,02/25/2022 12:00:00 AM,11:00,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22128118,09/06/2022 12:00:00 AM,4,SUN,08/28/2022 12:00:00 AM,4:54,SUN,08/28/2022 12:00:00 AM,4:56,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22034111,03/13/2022 12:00:00 AM,5,SUN,03/13/2022 12:00:00 AM,5:16,SUN,03/13/2022 12:00:00 AM,5:16,PL,ASLT W/INT CAUSES PHYS INJURY,24,1200001AM3,No,PERSON DOM VIOLENCE,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22034236,03/13/2022 12:00:00 AM,13,SUN,03/13/2022 12:00:00 AM,13:49,SUN,03/13/2022 12:00:00 AM,13:51,PL,CRIMINAL MISCHIEF - 4,19,1450000AM4,No,,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22067441,05/18/2022 12:00:00 AM,19,WED,05/18/2022 12:00:00 AM,19:00,WED,05/18/2022 12:00:00 AM,20:40,PL,SEX MIS  INTRCRSE W/O CNSNT-FEM,2,1302001AM0,No,PERSON,FALSE,Washington Square,POINT,-73.77182549,42.66170907,12203
APD*21164846,12/05/2021 12:00:00 AM,0,SUN,12/05/2021 12:00:00 AM,0:00,SUN,12/05/2021 12:00:00 AM,6:40,PL,AUTO STRIPPING-3RD,6,1650901AM3,No,THEFT OF MOTOR VEH PARTS ACCESSORIES,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22042070,03/29/2022 12:00:00 AM,20,TUE,03/29/2022 12:00:00 AM,20:25,TUE,03/29/2022 12:00:00 AM,20:25,PL,CRIMINAL TRESPASS 2ND,33,1401501AM2,No,PART 2 OFFENSE,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22001368,01/03/2022 12:00:00 AM,20,MON,01/03/2022 12:00:00 AM,20:58,MON,01/03/2022 12:00:00 AM,20:58,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON DOM VIOLENCE,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22034191,03/13/2022 12:00:00 AM,2,SUN,03/13/2022 12:00:00 AM,2:00,SUN,03/13/2022 12:00:00 AM,10:00,PL,GRAND LARCENY 4  CREDIT CARD,6,1553004EF4,No,THEFT FROM BUILDING,FALSE,Helderberg,POINT,-73.79429112,42.65140586,12208
APD*21165071,12/05/2021 12:00:00 AM,18,SUN,12/05/2021 12:00:00 AM,18:22,SUN,12/05/2021 12:00:00 AM,18:22,PL,ASSAULT -2ND,4,1200500DF2,No,PERSON DOM VIOLENCE,FALSE,Hudson Park,POINT,-73.76602553,42.65100307,12210
APD*22106599,07/29/2022 12:00:00 AM,23,THU,07/28/2022 12:00:00 AM,23:00,FRI,07/29/2022 12:00:00 AM,11:00,PL,CRIM MIS RCKLS PROP DAM GREATER THAN $250,19,1450003AM4,No,,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22001287,01/03/2022 12:00:00 AM,14,MON,01/03/2022 12:00:00 AM,14:45,MON,01/03/2022 12:00:00 AM,17:15,PL,BURG:W/CRI INT - DWELLING,5,1402502CF2,No,,FALSE,Mansion,POINT,-73.7586478,42.64515202,12202
APD*21164902,12/05/2021 12:00:00 AM,13,SAT,12/04/2021 12:00:00 AM,13:56,SUN,12/05/2021 12:00:00 AM,10:47,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Park South,POINT,-73.77321917,42.65419738,12208
APD*22001381,01/03/2022 12:00:00 AM,20,SUN,01/02/2022 12:00:00 AM,20:00,SUN,01/02/2022 12:00:00 AM,23:30,PL,"RAPE  INTRCRSE  FEM LESS THAN 17,M GREATER THAN 21",2,1302502EF3,No,PERSON,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22046956,04/08/2022 12:00:00 AM,18,FRI,04/08/2022 12:00:00 AM,18:00,FRI,04/08/2022 12:00:00 AM,18:20,PL,ASLT W/INT CAUSE PH INJ W/WEAP,4,1200502DF2,No,,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22074115,05/31/2022 12:00:00 AM,10,TUE,05/31/2022 12:00:00 AM,10:30,TUE,05/31/2022 12:00:00 AM,10:41,PL,ASLT W/INT CAUSES PHYS INJURY,24,1200001AM3,No,PERSON,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22018758,02/09/2022 12:00:00 AM,18,TUE,02/08/2022 12:00:00 AM,18:35,TUE,02/08/2022 12:00:00 AM,18:35,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,Upper Washington Avenue,POINT,-73.79858973,42.68173914,12206
APD*21164912,12/05/2021 12:00:00 AM,0,SUN,12/05/2021 12:00:00 AM,0:10,SUN,12/05/2021 12:00:00 AM,10:45,PL,BURGLARY 3RD,5,1402000DF3,No,,FALSE,Sheridan Hollow,POINT,-73.75740728,42.65668958,12210
APD*22148506,10/13/2022 12:00:00 AM,20,THU,10/13/2022 12:00:00 AM,20:02,THU,10/13/2022 12:00:00 AM,20:02,PL,AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON,999,2403001AAM2,No,PERSON,TRUE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*21165128,12/05/2021 12:00:00 AM,21,SUN,12/05/2021 12:00:00 AM,21:23,SUN,12/05/2021 12:00:00 AM,21:23,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,Mansion,POINT,-73.7586478,42.64515202,12202
APD*22127772,09/06/2022 12:00:00 AM,13,MON,09/05/2022 12:00:00 AM,13:00,MON,09/05/2022 12:00:00 AM,23:55,PL,GRAND LARCENY  AUTO OVER $100,7,1553008EF4,No,MOTOR VEHICLE THEFT,FALSE,Helderberg,POINT,-73.79429112,42.65140586,12208
APD*22001069,01/03/2022 12:00:00 AM,11,SAT,01/01/2022 12:00:00 AM,11:00,MON,01/03/2022 12:00:00 AM,8:45,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22045083,04/05/2022 12:00:00 AM,19,MON,04/04/2022 12:00:00 AM,19:30,MON,04/04/2022 12:00:00 AM,19:40,PL,ASLT W/INT CAUSES PHYS INJURY,24,1200001AM3,No,PERSON,FALSE,Ten Broeck Triangle Preservation League,POINT,-73.75119995,42.65693726,12210
APD*22018689,02/09/2022 12:00:00 AM,9,WED,02/09/2022 12:00:00 AM,9:15,WED,02/09/2022 12:00:00 AM,9:30,PL,GR LAR 4 PROPERTY FROM PERSON,6,1553005EF4,No,ALL OTHER LARCENIES,FALSE,Downtown,POINT,-73.75323798,42.64956228,12210
APD*22083229,06/16/2022 12:00:00 AM,15,THU,06/16/2022 12:00:00 AM,15:21,THU,06/16/2022 12:00:00 AM,15:21,PL,ASSAULT -2ND,4,1200500DF2,No,PERSON DOM VIOLENCE,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22112958,08/10/2022 12:00:00 AM,5,WED,08/10/2022 12:00:00 AM,5:20,WED,08/10/2022 12:00:00 AM,5:20,PL,ASSAULT -2ND,4,1200500DF2,No,PERSON DOM VIOLENCE,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22067049,05/18/2022 12:00:00 AM,0,WED,04/20/2022 12:00:00 AM,0:00,MON,05/02/2022 12:00:00 AM,23:59,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,6,1553001EF4,No,ALL OTHER LARCENIES,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*21154836,11/13/2021 12:00:00 AM,17,SAT,11/13/2021 12:00:00 AM,17:48,SAT,11/13/2021 12:00:00 AM,17:51,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,Park South,POINT,-73.77321917,42.65419738,12208
APD*22007361,01/16/2022 12:00:00 AM,0,WED,12/22/2021 12:00:00 AM,0:00,MON,01/03/2022 12:00:00 AM,17:00,PL,BURG:W/CRI INT - DWELLING,5,1402502CF2,No,,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22018613,02/09/2022 12:00:00 AM,21,TUE,02/08/2022 12:00:00 AM,21:00,WED,02/09/2022 12:00:00 AM,8:00,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22018475,02/09/2022 12:00:00 AM,0,WED,02/09/2022 12:00:00 AM,0:57,WED,02/09/2022 12:00:00 AM,0:57,PL,DISOBEY MANDATE EXC  JL 753A-2,33,2155003AM2,No,PERSON DOM VIOLENCE,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*22018648,02/09/2022 12:00:00 AM,16,TUE,02/08/2022 12:00:00 AM,16:30,TUE,02/08/2022 12:00:00 AM,17:15,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22001164,01/03/2022 12:00:00 AM,13,MON,01/03/2022 12:00:00 AM,13:35,MON,01/03/2022 12:00:00 AM,13:35,PL,DISOBEY MANDATE EXC  JL 753A-2,33,2155003AM2,No,PERSON DOM VIOLENCE,FALSE,Sheridan Hollow,POINT,-73.75740728,42.65668958,12210
APD*22106707,07/29/2022 12:00:00 AM,14,FRI,07/29/2022 12:00:00 AM,14:30,FRI,07/29/2022 12:00:00 AM,14:30,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*21165025,12/05/2021 12:00:00 AM,16,SUN,12/05/2021 12:00:00 AM,16:00,SUN,12/05/2021 12:00:00 AM,16:00,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON DOM VIOLENCE,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22026487,02/25/2022 12:00:00 AM,18,THU,02/24/2022 12:00:00 AM,18:00,THU,02/24/2022 12:00:00 AM,18:30,PL,ASLT W/INT CAUSE PH INJ W/WEAP,4,1200502DF2,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*21165098,12/05/2021 12:00:00 AM,19,SUN,12/05/2021 12:00:00 AM,19:51,SUN,12/05/2021 12:00:00 AM,19:51,PL,DISOBEY MANDATE EXC  JL 753A-2,33,2155003AM2,No,PERSON DOM VIOLENCE,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
APD*22026643,02/25/2022 12:00:00 AM,12,FRI,02/25/2022 12:00:00 AM,12:08,FRI,02/25/2022 12:00:00 AM,12:22,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22000813,01/03/2022 12:00:00 AM,22,SUN,01/02/2022 12:00:00 AM,22:45,SUN,01/02/2022 12:00:00 AM,22:50,PL,GRAND LARCENY 3 VALUE GREATER THAN $3000,7,1553500DF3,No,MOTOR VEHICLE THEFT,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22026824,02/25/2022 12:00:00 AM,21,FRI,02/25/2022 12:00:00 AM,21:42,FRI,02/25/2022 12:00:00 AM,21:42,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON,FALSE,Washington Square,POINT,-73.77182549,42.66170907,12203
APD*22106638,07/29/2022 12:00:00 AM,12,FRI,07/29/2022 12:00:00 AM,12:12,FRI,07/29/2022 12:00:00 AM,12:15,PL,HARASSMENT 2ND-PHY CONTACT,33,24026000V2,No,PERSON,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22113445,08/10/2022 12:00:00 AM,21,WED,08/10/2022 12:00:00 AM,21:45,WED,08/10/2022 12:00:00 AM,22:41,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON DOM VIOLENCE,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*21175615,12/28/2021 12:00:00 AM,12,TUE,12/28/2021 12:00:00 AM,12:00,TUE,12/28/2021 12:00:00 AM,12:30,PL,CPSP-4 PROPERTY VALUE GREATER THAN $1000,17,1654501EF4,No,NOT APPLICABLE,FALSE,Hudson Park,POINT,-73.76602553,42.65100307,12210
APD*22059475,05/04/2022 12:00:00 AM,8,WED,05/04/2022 12:00:00 AM,8:42,WED,05/04/2022 12:00:00 AM,8:42,PL,GRAND LARCENY 4TH,6,1553000EF4,No,THEFT FROM BUILDING,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*21163560,12/02/2021 12:00:00 AM,0,MON,11/22/2021 12:00:00 AM,0:00,FRI,11/26/2021 12:00:00 AM,23:59,PL,GRAND LARCENY 4  CREDIT CARD,6,1553004EF4,No,THEFT FROM BUILDING,FALSE,Downtown,POINT,-73.75323798,42.64956228,12210
APD*22059764,05/04/2022 12:00:00 AM,16,WED,05/04/2022 12:00:00 AM,16:05,WED,05/04/2022 12:00:00 AM,16:25,PL,FORCIBLE TOUCHING,13,1305200AM0,No,PERSON,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
APD*22047325,04/09/2022 12:00:00 AM,15,SAT,04/09/2022 12:00:00 AM,15:35,SAT,04/09/2022 12:00:00 AM,15:38,PL,MENACING-2ND - WEAPON,4,1201401AM2,No,,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22127838,09/06/2022 12:00:00 AM,7,TUE,09/06/2022 12:00:00 AM,7:25,TUE,09/06/2022 12:00:00 AM,7:34,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Second Avenue,POINT,-73.77099991,42.63822987,12202
APD*21165010,12/05/2021 12:00:00 AM,15,SUN,12/05/2021 12:00:00 AM,15:28,SUN,12/05/2021 12:00:00 AM,15:28,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,New Scotland / Woodlawn,POINT,-73.79535522,42.65720944,12208
APD*22047516,04/09/2022 12:00:00 AM,23,SAT,04/09/2022 12:00:00 AM,23:35,SAT,04/09/2022 12:00:00 AM,23:45,PL,CPW-2ND: LOADED FIREARM,11,2650303CF2,No,PERSON,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22106783,07/29/2022 12:00:00 AM,23,THU,07/28/2022 12:00:00 AM,23:00,THU,07/28/2022 12:00:00 AM,23:00,PL,BURGLARY 3RD,5,1402000DF3,No,,FALSE,Washington Square,POINT,-73.77182549,42.66170907,12203
APD*22034787,03/14/2022 12:00:00 AM,9,SAT,03/12/2022 12:00:00 AM,9:00,MON,03/14/2022 12:00:00 AM,17:00,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,6,1553001EF4,No,ALL OTHER LARCENIES,FALSE,Eagle Hill,POINT,-73.82022917,42.67040891,12203
APD*22054890,04/25/2022 12:00:00 AM,0,MON,04/25/2022 12:00:00 AM,0:50,MON,04/25/2022 12:00:00 AM,1:05,PL,INTENT/FRAUD OBT TRANS W/O PAY,20,1651503AM0,No,PART 2 OFFENSE,FALSE,Ten Broeck Triangle Preservation League,POINT,-73.75119995,42.65693726,12210
APD*22047682,04/10/2022 12:00:00 AM,20,SAT,04/09/2022 12:00:00 AM,20:15,SUN,04/10/2022 12:00:00 AM,8:30,PL,BURG:W/CRI INT - DWELLING,5,1402502CF2,No,,FALSE,Helderberg,POINT,-73.79429112,42.65140586,12208
APD*22007367,01/16/2022 12:00:00 AM,17,SUN,01/16/2022 12:00:00 AM,17:04,SUN,01/16/2022 12:00:00 AM,17:04,PL,MENACING-2ND - WEAPON,4,1201401AM2,No,DOMESTIC VIOLENCE RELATED,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22067260,05/18/2022 12:00:00 AM,8,WED,05/18/2022 12:00:00 AM,8:30,WED,05/18/2022 12:00:00 AM,8:30,PL,HARASSMENT 2ND,33,24026030V2,No,PERSON DOM VIOLENCE,FALSE,The Dunes,POINT,-73.86321786,42.7057702,12203
APD*22047477,04/09/2022 12:00:00 AM,21,SAT,04/09/2022 12:00:00 AM,21:45,SAT,04/09/2022 12:00:00 AM,21:50,PL,ROB 2 CAUSES PHYSICAL INJURY,3,160102ACF2,No,,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22007372,01/16/2022 12:00:00 AM,17,FRI,01/01/2021 12:00:00 AM,17:00,SUN,01/16/2022 12:00:00 AM,17:15,PL,AGG HARASSMENT-2:MECHANIC/ELECTRONIC COMM W/PERSON TO ALARM,24,240301BAM2,No,PERSON,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22047267,04/09/2022 12:00:00 AM,17,FRI,04/08/2022 12:00:00 AM,17:30,FRI,04/08/2022 12:00:00 AM,17:30,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22074424,05/31/2022 12:00:00 AM,15,MON,05/30/2022 12:00:00 AM,15:50,MON,05/30/2022 12:00:00 AM,15:51,PL,IDENTITY THEFT 3-ASSUME ANOTHER'S IDENTITY TO OBTAIN GOODS,20,1907801AM3,No,,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22067106,05/18/2022 12:00:00 AM,18,WED,05/11/2022 12:00:00 AM,18:00,TUE,05/17/2022 12:00:00 AM,12:00,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Center Square,POINT,-73.76329474,42.65410976,12210
APD*22146893,10/11/2022 12:00:00 AM,20,MON,10/10/2022 12:00:00 AM,20:30,TUE,10/11/2022 12:00:00 AM,5:50,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,6,1553001EF4,No,THEFT FROM MOTOR VEHICLE,TRUE,South End,POINT,-73.75926175,42.63927479,12202
APD*22007066,01/16/2022 12:00:00 AM,0,SUN,01/16/2022 12:00:00 AM,0:26,SUN,01/16/2022 12:00:00 AM,0:26,PL,DISOBEY MANDATE EXC  JL 753A-2,33,2155003AM2,No,PERSON DOM VIOLENCE,FALSE,Historic Pastures Homeowners Association,POINT,-73.75410644,42.64391573,12202
APD*22007415,01/16/2022 12:00:00 AM,21,SAT,01/01/2022 12:00:00 AM,21:00,SAT,01/01/2022 12:00:00 AM,21:30,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,6,1553001EF4,No,ALL OTHER LARCENIES,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
APD*22106439,07/29/2022 12:00:00 AM,1,FRI,07/29/2022 12:00:00 AM,1:10,FRI,07/29/2022 12:00:00 AM,1:17,PL,BURGLARY 3RD,5,1402000DF3,No,,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22044716,04/04/2022 12:00:00 AM,11,MON,04/04/2022 12:00:00 AM,11:48,MON,04/04/2022 12:00:00 AM,11:48,PL,CRIMINAL TRESPASS 2ND,33,1401501AM2,No,PART 2 OFFENSE,FALSE,Eagle Hill,POINT,-73.82022917,42.67040891,12203
APD*22067239,05/18/2022 12:00:00 AM,16,WED,05/18/2022 12:00:00 AM,16:00,WED,05/18/2022 12:00:00 AM,16:05,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22046355,04/07/2022 12:00:00 AM,14,MON,03/07/2022 12:00:00 AM,14:49,MON,03/07/2022 12:00:00 AM,15:03,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,West End,POINT,-73.77810409,42.67496958,12206
